pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,ra,dec,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2
G 9-40 b,G 9-40,1,1,1,Transit,Published Confirmed,0,5.74599820000,0.00000200000,-0.00000200000,0,0.0418000000,0.0006400000,-0.0006400000,0,1.90000000,0.06500000,-0.06500000,0,4.00000000,0.63000000,-0.63000000,0,Mass,3.200000,0.630000,-0.580000,0,0.000000,,,0,6.2700,0.1900,-0.1900,0,440.60,7.60,-7.60,0,89.03000,0.10000,-0.10000,0,3395.00,51.00,-51.00,0,0.302600,0.009500,-0.009500,0,0.295200,0.013600,-0.013600,0,-0.0700,0.1600,-0.1600,0,[Fe/H],-1.96019,0.00746,-0.00759,0,4.840000,0.040000,-0.040000,0,1.620000,0.110000,-0.110000,0,134.7188514,21.0747961,15.4770000,0.0790000,-0.0790000,13.8210000,0.0440000,-0.0440000,12.7331000,0.0004400,-0.0004400,11.5219000,0.0073949,-0.0073949
GJ 367 b,GJ 367,1,1,3,Transit,Published Confirmed,0,0.32192250000,0.00000020000,-0.00000020000,0,0.0070900000,0.0002700000,-0.0002700000,0,0.69900000,0.02400000,-0.02400000,0,0.63300000,0.05000000,-0.05000000,0,Mass,10.200000,1.300000,-1.300000,0,0.060000,0.070000,-0.040000,0,579.0000,57.0000,-52.0000,0,1365.00,32.00,-32.00,0,79.89000,0.87000,-0.85000,0,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,[Fe/H],-1.53910,0.04153,-0.04260,0,4.776000,0.026000,-0.026000,0,6.696675,0.620324,-0.549832,0,146.1214640,-45.7790165,11.6170000,0.0340000,-0.0340000,10.1530000,0.0440000,-0.0440000,9.1515900,0.0006500,-0.0006500,8.0319410,0.0074304,-0.0074304
GJ 3929 b,GJ 3929,1,1,2,Transit,Published Confirmed,0,2.61623500000,0.00000500000,-0.00000500000,0,0.0252000000,0.0005000000,-0.0005000000,0,1.09000000,0.04000000,-0.04000000,0,1.75000000,0.44000000,-0.45000000,0,Mass,7.300000,2.000000,-2.000000,0,0.000000,,,0,17.3000,0.7000,-0.7000,0,568.00,6.00,-6.00,0,88.44200,0.00800,-0.00800,0,3384.00,88.00,-88.00,0,0.320000,0.010000,-0.010000,0,0.313000,0.027000,-0.022000,0,-0.0200,0.1200,-0.1200,0,[Fe/H],-1.96257,0.01948,-0.01624,0,4.890000,0.050000,-0.050000,0,13.300000,1.100000,-1.100000,0,239.5775678,35.4081141,14.3330000,0.0080000,-0.0080000,12.6750000,0.0230000,-0.0230000,11.5109000,0.0006810,-0.0006810,10.2705000,0.0073339,-0.0073339
GJ 486 b,GJ 486,1,1,1,Radial Velocity,Published Confirmed,0,1.46712127000,0.00000031000,-0.00000035000,0,0.0171400000,0.0001300000,-0.0001300000,0,1.28900000,0.01900000,-0.01400000,0,2.77000000,0.07600000,-0.07300000,0,Mass,6.660000,0.230000,-0.290000,0,0.000860,0.001600,-0.000430,0,39.2000,1.7000,-1.6000,0,696.30,7.20,-7.30,0,89.39000,0.41000,-0.42000,0,3317.00,36.00,-37.00,0,0.324300,0.004400,-0.003400,0,0.312000,0.007000,-0.006900,0,-0.1500,0.1300,-0.1200,0,[Fe/H],-1.93892,0.01738,-0.01771,0,4.911100,0.006800,-0.011000,0,12.950000,0.250000,-0.500000,0,191.9815310,9.7494181,2.6150000,0.2910000,-0.2910000,11.3900000,0.1000000,-0.1000000,10.0940000,0.0007460,-0.0007460,8.8223000,0.0072712,-0.0072712
GPX-1 b,GPX-1,1,1,1,Transit,Published Confirmed,0,1.74457900000,0.00000800000,-0.00000800000,0,0.0338000000,0.0003000000,-0.0003000000,0,16.47720163,1.12089807,-1.12089807,0,6261.21961790,508.52545120,-508.52545120,0,Mass,8.222423,1.724056,-1.326197,0,0.000000,,,0,4650.0000,370.0000,-370.0000,0,2300.00,48.00,-48.00,0,79.90000,0.70000,-0.60000,0,7000.00,200.00,-200.00,0,1.560000,0.100000,-0.100000,0,1.680000,0.100000,-0.100000,0,0.3500,0.1000,-0.1000,0,[Fe/H],0.72673,0.03143,-0.03388,0,4.270000,0.050000,-0.050000,0,0.620324,0.140983,-0.140983,0,38.3691648,56.0257080,12.7400000,0.0430000,-0.0430000,12.3160000,0.0690000,-0.0690000,12.2228000,0.0002370,-0.0002370,11.9004000,0.0099000,-0.0099000
HAT-P-25 b,HAT-P-25,1,1,1,Transit,Published Confirmed,0,3.65281514000,0.00000076000,-0.00000075000,0,0.0466000000,0.0008100000,-0.0008000000,0,12.72221500,0.53803200,-0.53803200,0,180.84527000,7.31009000,-6.99226000,0,Mass,0.483000,0.059000,-0.051000,0,0.023000,0.022000,-0.014000,0,325.0000,29.0000,-26.0000,0,1182.00,25.00,-25.00,0,88.22000,0.45000,-0.36000,0,5519.00,78.00,-76.00,0,0.919000,0.034000,-0.034000,0,1.012000,0.053000,-0.051000,0,0.2940,0.0800,-0.0800,0,[Fe/H],-0.15181,0.04446,-0.04542,0,4.516000,0.026000,-0.025000,0,1.840000,0.170000,-0.150000,0,48.4354731,25.1973548,14.0940000,0.0370000,-0.0370000,13.1460000,0.0920000,-0.0920000,12.8416000,0.0002440,-0.0002440,12.2192000,0.0060000,-0.0060000
HAT-P-58 b,HAT-P-58,1,1,1,Transit,Published Confirmed,0,4.01383790000,0.00000240000,-0.00000240000,0,0.0499400000,0.0004400000,-0.0004400000,0,14.93036229,0.48198617,-0.48198617,0,118.23216740,9.53485221,-9.53485221,0,Mass,0.194000,0.024000,-0.024000,0,0.073000,,,1,1146.0000,50.0000,-50.0000,0,1622.00,18.00,-18.00,0,85.64000,0.34000,-0.34000,0,6078.00,48.00,-48.00,0,1.530000,0.034000,-0.034000,0,1.031000,0.028000,-0.028000,0,-0.2240,0.0570,-0.0570,0,[Fe/H],0.45637,0.02220,-0.02340,0,4.082000,0.020000,-0.020000,0,0.405000,0.026000,-0.026000,0,68.8465093,56.8682691,13.6900000,0.0890000,-0.0890000,12.9250000,0.1950000,-0.1950000,12.7202000,0.0002190,-0.0002190,12.1957000,0.0061000,-0.0061000
HAT-P-59 b,HAT-P-59,1,1,1,Transit,Published Confirmed,0,4.14197710000,0.00000120000,-0.00000120000,0,0.0506400000,0.0003700000,-0.0003700000,0,12.58768533,0.14571675,-0.14571675,0,489.45574678,21.29450327,-21.29450327,0,Mass,1.347000,0.081000,-0.081000,0,0.030000,,,1,441.4000,8.9000,-8.9000,0,1277.80,6.50,-6.50,0,85.18000,0.10000,-0.10000,0,5678.00,16.00,-16.00,0,1.103800,0.007300,-0.007300,0,1.008000,0.022000,-0.022000,0,0.2170,0.0490,-0.0490,0,[Fe/H],0.05385,0.00572,-0.00579,0,4.356000,0.013000,-0.013000,0,1.059000,0.038000,-0.038000,0,292.4588212,62.5291892,12.8520000,0.3110000,-0.3110000,11.6400000,0.0340000,-0.0340000,11.6787000,0.0003440,-0.0003440,11.2086000,0.0060000,-0.0060000
HAT-P-60 b,HAT-P-60,1,1,1,Transit,Published Confirmed,0,4.79478130000,0.00000240000,-0.00000240000,0,0.0627700000,0.0001700000,-0.0001700000,0,18.28184752,0.26901554,-0.26901554,0,182.43350562,12.07747947,-12.07747947,0,Mass,0.164000,0.013000,-0.013000,0,0.250000,,,1,1634.0000,45.0000,-45.0000,0,1772.00,12.00,-12.00,0,83.75000,0.17000,-0.17000,0,6212.00,26.00,-26.00,0,2.197000,0.027000,-0.020000,0,1.435000,0.012000,-0.012000,0,0.0370,0.0370,-0.0370,0,[Fe/H],0.80889,0.01132,-0.01162,0,3.911400,0.009700,-0.009700,0,0.190900,0.005400,-0.007100,0,28.2825719,52.0539209,10.2420000,0.0540000,-0.0540000,9.7270000,0.0040000,-0.0040000,9.5635500,0.0003370,-0.0003370,9.1792500,0.0061000,-0.0061000
HAT-P-61 b,HAT-P-61,1,1,1,Transit,Published Confirmed,0,1.90231289000,0.00000077000,-0.00000077000,0,0.0301000000,0.0003400000,-0.0003400000,0,10.07687365,0.30264248,-0.30264248,0,335.94462620,22.24798849,-22.24798849,0,Mass,1.800000,0.200000,-0.200000,0,0.113000,,,1,849.5000,35.2000,-35.2000,0,1505.00,16.00,-16.00,0,83.62000,0.24000,-0.24000,0,5587.00,45.00,-45.00,0,0.938000,0.011000,-0.011000,0,1.004000,0.033000,-0.033000,0,0.1940,0.0600,-0.0600,0,[Fe/H],-0.11520,0.01721,-0.01792,0,4.496000,0.021000,-0.021000,0,1.715000,0.094000,-0.094000,0,75.4801665,50.1311784,14.0400000,0.0560000,-0.0560000,13.0960000,0.0800000,-0.0800000,12.9386000,0.0004240,-0.0004240,12.3824000,0.0061000,-0.0061000
HAT-P-62 b,HAT-P-62,1,1,1,Transit,Published Confirmed,0,2.64532350000,0.00000390000,-0.00000390000,0,0.0377200000,0.0002400000,-0.0002400000,0,12.02723629,0.32506044,-0.32506044,0,241.86741773,27.96889982,-27.96889982,0,Mass,0.770000,0.110000,-0.110000,0,0.101000,,,1,867.2000,30.0000,-30.0000,0,1512.00,13.00,-13.00,0,87.93000,0.64000,-0.64000,0,5629.00,48.00,-48.00,0,1.170000,0.016000,-0.016000,0,1.023000,0.020000,-0.020000,0,0.4140,0.0900,-0.0900,0,[Fe/H],0.09061,0.01829,-0.01910,0,4.312000,0.015000,-0.015000,0,0.901000,0.042000,-0.042000,0,74.5043816,48.3008551,13.4930000,0.0650000,-0.0650000,12.5390000,0.0690000,-0.0690000,12.4362000,0.0002910,-0.0002910,11.8889000,0.0238000,-0.0238000
HAT-P-63 b,HAT-P-63,1,1,1,Transit,Published Confirmed,0,3.37772800000,0.00001300000,-0.00001300000,0,0.0429400000,0.0003500000,-0.0003500000,0,12.54284940,0.36989636,-0.36989636,0,195.14664190,7.62788177,-7.62788177,0,Mass,0.540000,0.055000,-0.055000,0,0.069000,,,1,387.4000,13.4000,-13.4000,0,1237.00,11.00,-11.00,0,88.45000,0.44000,-0.44000,0,5400.00,55.00,-39.00,0,0.966100,0.011000,-0.008200,0,0.925000,0.023000,-0.023000,0,0.2510,0.0610,-0.0610,0,[Fe/H],-0.14630,0.01671,-0.01737,0,4.435000,0.015000,-0.015000,0,1.448000,0.061000,-0.061000,0,269.5720695,5.7613709,14.7840000,0.0240000,-0.0240000,13.6570000,0.0920000,-0.0920000,13.5106000,0.0002540,-0.0002540,12.8999000,0.0060000,-0.0060000
HAT-P-64 b,HAT-P-64,1,1,1,Transit,Published Confirmed,0,4.00723200000,0.00000170000,-0.00000170000,0,0.0538700000,0.0003000000,-0.0003000000,0,19.08889413,0.78462865,-0.78462865,0,184.34047606,57.20911326,-41.31769291,0,Mass,0.144000,0.046000,-0.035000,0,0.101000,,,1,1611.0000,78.0000,-59.0000,0,1766.00,22.00,-16.00,0,88.01000,0.70000,-0.70000,0,6457.00,29.00,-29.00,0,1.735000,0.041000,-0.028000,0,1.298000,0.021000,-0.021000,0,-0.1130,0.0270,-0.0560,0,[Fe/H],0.66839,0.02622,-0.01614,0,4.072000,0.015000,-0.015000,0,0.350000,0.018000,-0.018000,0,68.9743955,2.4312732,13.4460000,0.0110000,-0.0110000,12.8550000,0.1490000,-0.1490000,12.6221000,0.0001480,-0.0001480,12.1569000,0.0085000,-0.0085000
HAT-P-68 b,HAT-P-68,1,1,1,Transit,Published Confirmed,0,2.29840551000,0.00000052000,-0.00000052000,0,0.0299600000,0.0004300000,-0.0001200000,0,12.01604800,0.13450800,-0.13450800,0,230.10892000,13.66669000,-13.66669000,0,Mass,0.727000,0.051000,-0.051000,0,0.041000,,,1,184.8000,5.9000,-5.9000,0,1027.80,8.20,-8.20,0,88.73000,0.47000,-0.27000,0,4508.00,43.00,-43.00,0,0.670100,0.004100,-0.003200,0,0.678500,0.029900,-0.007900,0,-0.0590,0.0360,-0.0360,0,[Fe/H],-0.77911,0.01590,-0.01650,0,4.615000,0.013000,-0.013000,0,3.165000,0.187000,-0.046000,0,118.4831501,23.9382192,15.3170000,0.1680000,-0.1680000,13.8020000,0.1260000,-0.1260000,13.5442000,0.0006570,-0.0006570,12.8033000,0.0062000,-0.0062000
HAT-P-9 b,HAT-P-9,1,1,1,Transit,Published Confirmed,0,3.92281072000,0.00000102000,-0.00000102000,0,0.0528700000,0.0007800000,-0.0007800000,0,15.61413700,0.75100300,-0.72858500,0,238.05467000,20.34112000,-20.02329000,0,Mass,0.342000,0.057000,-0.048000,0,0.084000,0.052000,-0.047000,0,931.0000,73.0000,-69.0000,0,1540.00,32.00,-30.00,0,86.44000,0.37000,-0.36000,0,6350.00,150.00,-150.00,0,1.338000,0.065000,-0.060000,0,1.281000,0.057000,-0.056000,0,0.1200,0.2000,-0.2000,0,[Fe/H],0.41830,0.04109,-0.03990,0,4.293000,0.033000,-0.035000,0,0.755000,0.094000,-0.088000,0,110.1685157,37.1405946,12.3460000,0.4750000,-0.4750000,12.3440000,0.0470000,-0.0470000,12.1536000,0.0002270,-0.0002270,11.7946000,0.0071000,-0.0071000
HATS-17 b,HATS-17,1,1,1,Transit,Published Confirmed,0,16.25461100000,0.00007300000,-0.00007300000,0,0.1308000000,0.0012000000,-0.0012000000,0,8.70939300,0.62770400,-0.62770400,0,425.25654000,20.65895000,-20.65895000,0,Mass,3.500000,0.850000,-0.510000,0,0.029000,0.022000,-0.022000,0,72.7000,9.6000,-9.6000,0,814.00,25.00,-25.00,0,89.08000,0.26000,-0.26000,0,5846.00,78.00,-78.00,0,1.091000,0.070000,-0.046000,0,1.131000,0.030000,-0.030000,0,0.3000,0.0300,-0.0300,0,[Fe/H],0.09342,0.05580,-0.06404,0,4.416000,0.042000,-0.042000,0,1.220000,0.170000,-0.170000,0,192.1895676,-47.6136789,13.1050000,0.0860000,-0.0860000,12.4020000,0.0570000,-0.0570000,12.2179000,0.0002490,-0.0002490,11.7528000,0.0060000,-0.0060000
HATS-47 b,HATS-47,1,1,1,Transit,Published Confirmed,0,3.92280380000,0.00000220000,-0.00000220000,0,0.0426900000,0.0003300000,-0.0002500000,0,12.52045300,0.15692600,-0.15692600,0,117.27927000,9.85273000,-6.67443000,0,Mass,0.331000,0.027000,-0.027000,0,0.088000,,,1,87.7300,1.9400,-1.9000,0,852.90,4.70,-4.70,0,87.08000,0.06100,-0.06100,0,4512.00,19.00,-19.00,0,0.656400,0.005500,-0.005500,0,0.674000,0.016000,-0.012000,0,-0.1130,0.0350,-0.0350,0,[Fe/H],-0.79615,0.00834,-0.00850,0,4.633000,0.011000,-0.011000,0,3.360000,0.130000,-0.099000,0,287.4844021,-49.6649424,16.0990000,0.1060000,-0.1060000,14.6020000,0.0690000,-0.0690000,14.3998000,0.0003780,-0.0003780,13.6699000,0.0060000,-0.0060000
HATS-49 b,HATS-49,1,1,1,Transit,Published Confirmed,0,4.14804670000,0.00000370000,-0.00000370000,0,0.0451500000,0.0001600000,-0.0001600000,0,8.57488500,0.14571700,-0.14571700,0,112.19399000,12.07754000,-8.58141000,0,Mass,0.986000,0.094000,-0.094000,0,0.071000,,,1,80.4500,1.3700,-1.3400,0,834.80,3.60,-3.60,0,88.27000,0.16000,-0.11000,0,4405.00,15.00,-15.00,0,0.697700,0.005500,-0.005500,0,0.713300,0.007500,-0.007500,0,0.2080,0.0530,-0.0530,0,[Fe/H],-0.78489,0.00683,-0.00694,0,4.603600,0.007700,-0.007700,0,2.961000,0.073000,-0.073000,0,6.6135927,-56.3442798,16.3650000,0.0170000,-0.0170000,14.9880000,0.1600000,-0.1600000,14.5449000,0.0003060,-0.0003060,13.7813000,0.0060000,-0.0060000
HATS-59 b,HATS-59,1,1,2,Transit,Published Confirmed,0,5.41608100000,0.00001600000,-0.00001600000,0,0.0611200000,0.0007600000,-0.0007600000,0,12.62133400,0.86309300,-0.86309300,0,256.17098000,21.93027000,-21.93027000,0,Mass,0.700000,0.160000,-0.160000,0,0.129000,0.049000,-0.049000,0,269.0000,39.0000,-39.0000,0,1128.00,40.00,-40.00,0,88.10000,0.33000,-0.33000,0,5670.00,91.00,-91.00,0,1.036000,0.067000,-0.067000,0,1.038000,0.039000,-0.039000,0,0.1800,0.0640,-0.0640,0,[Fe/H],-0.00436,0.06506,-0.07656,0,4.422000,0.053000,-0.053000,0,1.310000,0.240000,-0.240000,0,170.3243250,-22.3881770,14.7270000,0.0240000,-0.0240000,14.0330000,0.0800000,-0.0800000,13.7854000,0.0002200,-0.0002200,13.2958000,0.0069000,-0.0069000
HATS-60 b,HATS-60,1,1,1,Transit,Published Confirmed,0,3.56082900000,0.00003200000,-0.00003200000,0,0.0470800000,0.0001500000,-0.0002300000,0,12.92397700,0.59407700,-0.59407700,0,210.40346000,17.48065000,-17.48065000,0,Mass,0.537000,0.100000,-0.070000,0,0.191000,,,1,903.9000,27.5000,-26.7000,0,1528.00,11.00,-11.00,0,86.28000,0.35000,-0.35000,0,5688.00,20.00,-20.00,0,1.460000,0.024000,-0.024000,0,1.097000,0.010000,-0.016000,0,0.3350,0.0280,-0.0280,0,[Fe/H],0.30016,0.01413,-0.01460,0,4.148000,0.014000,-0.014000,0,0.496000,0.023000,-0.023000,0,341.3640336,-14.9917747,13.3940000,0.0230000,-0.0230000,12.6620000,0.0800000,-0.0800000,12.5004000,0.0002630,-0.0002630,12.0213000,0.0068000,-0.0068000
HATS-61 b,HATS-61,1,1,1,Transit,Published Confirmed,0,7.81795300000,0.00002400000,-0.00002400000,0,0.0790800000,0.0003300000,-0.0003300000,0,13.39475500,0.75100300,-0.75100300,0,1080.62200000,44.49620000,-44.49620000,0,Mass,2.470000,0.440000,-0.440000,0,0.092000,,,1,374.2000,8.7000,-8.5000,0,1226.10,7.30,-7.30,0,87.15000,0.18000,-0.18000,0,5542.00,21.00,-21.00,0,1.664000,0.024000,-0.024000,0,1.076000,0.014000,-0.014000,0,0.2470,0.0370,-0.0370,0,[Fe/H],0.36922,0.01154,-0.01185,0,4.028000,0.012000,-0.012000,0,0.330000,0.014000,-0.014000,0,61.6578005,-25.3496674,14.0200000,0.0360000,-0.0360000,13.3520000,0.1030000,-0.1030000,13.0682000,0.0002590,-0.0002590,12.5757000,0.0073000,-0.0073000
HATS-62 b,HATS-62,1,1,1,Transit,Published Confirmed,0,3.27688370000,0.00000330000,-0.00000330000,0,0.0416300000,0.0002400000,-0.0001600000,0,11.82549500,0.28022500,-0.28022500,0,56.89157000,,,0,Mass,0.076000,0.053000,-0.053000,0,0.298000,,,1,387.4000,17.3000,-12.3000,0,1237.00,12.00,-12.00,0,87.92000,0.35000,-0.35000,0,5416.00,19.00,-13.00,0,0.933000,0.019000,-0.013000,0,0.896000,0.015000,-0.010000,0,0.1330,0.0230,-0.0230,0,[Fe/H],-0.17328,0.01838,-0.01247,0,4.451000,0.019000,-0.019000,0,1.556000,0.095000,-0.095000,0,312.4493079,-24.3035060,14.8620000,0.0270000,-0.0270000,14.1710000,0.1370000,-0.1370000,13.8321000,0.0002960,-0.0002960,13.3102000,0.0077000,-0.0077000
HATS-63 b,HATS-63,1,1,1,Transit,Published Confirmed,0,3.05665270000,0.00000490000,-0.00000490000,0,0.0402600000,0.0002800000,-0.0002800000,0,13.52926300,0.43715100,-0.43715100,0,305.11680000,38.13960000,-38.13960000,0,Mass,0.670000,0.110000,-0.110000,0,0.136000,,,1,634.1000,16.3000,-15.9000,0,1398.30,9.00,-9.00,0,84.86000,0.19000,-0.19000,0,5627.00,18.00,-18.00,0,1.070000,0.012000,-0.012000,0,0.931000,0.019000,-0.019000,0,0.0810,0.0380,-0.0380,0,[Fe/H],0.01199,0.00920,-0.00940,0,4.349000,0.015000,-0.015000,0,1.071000,0.047000,-0.047000,0,67.4185820,-28.1972149,14.5950000,0.0490000,-0.0490000,13.9920000,0.1260000,-0.1260000,13.7213000,0.0002200,-0.0002200,13.2554000,0.0075000,-0.0075000
HATS-64 b,HATS-64,1,1,1,Transit,Published Confirmed,0,4.90889700000,0.00001300000,-0.00001300000,0,0.0656200000,0.0003900000,-0.0003900000,0,18.81991100,0.90792900,-0.90792900,0,305.11680000,63.56600000,-63.56600000,0,Mass,0.245000,0.068000,-0.050000,0,0.151000,,,1,1711.0000,106.0000,-99.0000,0,1793.00,27.00,-27.00,0,87.24000,0.85000,-0.85000,0,6554.00,27.00,-27.00,0,2.113000,0.071000,-0.071000,0,1.564000,0.028000,-0.028000,0,0.2200,0.0390,-0.0390,0,[Fe/H],0.86747,0.02961,-0.03178,0,3.982000,0.024000,-0.024000,0,0.234000,0.020000,-0.020000,0,144.2876092,-29.8004440,13.4200000,0.0300000,-0.0300000,13.0450000,0.1140000,-0.1140000,12.8390000,0.0002450,-0.0002450,12.4870000,0.0074000,-0.0074000
HATS-66 b,HATS-66,1,1,1,Transit,Published Confirmed,0,3.14143910000,0.00000740000,-0.00000740000,0,0.0471400000,0.0002500000,-0.0002500000,0,15.81589900,0.94155600,-0.94155600,0,1694.03390000,216.12440000,-216.12440000,0,Mass,2.340000,0.560000,-0.430000,0,0.064000,,,1,2637.0000,118.0000,-113.0000,0,1998.00,21.00,-21.00,0,87.06000,0.92000,-0.92000,0,6626.00,35.00,-35.00,0,1.841000,0.041000,-0.041000,0,1.411000,0.022000,-0.022000,0,-0.0170,0.0430,-0.0430,0,[Fe/H],0.76716,0.02030,-0.02130,0,4.057000,0.017000,-0.017000,0,0.318000,0.019000,-0.019000,0,101.3948048,-33.8816918,14.6260000,0.0340000,-0.0340000,14.2830000,0.1140000,-0.1140000,14.0086000,0.0002630,-0.0002630,13.6373000,0.0060000,-0.0060000
HATS-67 b,HATS-67,1,1,1,Transit,Published Confirmed,0,1.60917880000,0.00000400000,-0.00000400000,0,0.0303200000,0.0001500000,-0.0001500000,0,18.88716500,0.52682300,-0.52682300,0,460.85350000,38.13960000,-38.13960000,0,Mass,0.374000,0.047000,-0.047000,0,0.057000,,,1,3821.0000,153.0000,-147.0000,0,2193.00,22.00,-22.00,0,79.03000,0.26000,-0.26000,0,6594.00,33.00,-33.00,0,1.441000,0.026000,-0.026000,0,1.435000,0.021000,-0.021000,0,0.3320,0.0520,-0.0520,0,[Fe/H],0.54654,0.01931,-0.02020,0,4.278000,0.015000,-0.015000,0,0.677000,0.035000,-0.035000,0,180.2087883,-46.1364201,14.2070000,0.0330000,-0.0330000,13.6980000,0.1140000,-0.1140000,13.5596000,0.0002080,-0.0002080,13.1740000,0.0060000,-0.0060000
HATS-68 b,HATS-68,1,1,1,Transit,Published Confirmed,0,3.58622020000,0.00000470000,-0.00000470000,0,0.0507100000,0.0001800000,-0.0001800000,0,13.80948800,0.43715100,-0.32506100,0,410.00070000,18.75197000,-18.75197000,0,Mass,0.856000,0.083000,-0.083000,0,0.036000,,,1,1521.0000,43.0000,-41.0000,0,1741.00,12.00,-12.00,0,83.21000,0.19000,-0.19000,0,6147.00,22.00,-22.00,0,1.748000,0.026000,-0.026000,0,1.351000,0.014000,-0.014000,0,0.2100,0.0430,-0.0430,0,[Fe/H],0.59218,0.01420,-0.01468,0,4.083000,0.012000,-0.012000,0,0.356000,0.015000,-0.015000,0,15.0060770,-58.9047242,12.8120000,0.0220000,-0.0220000,12.3120000,0.0460000,-0.0460000,12.1631000,0.0001860,-0.0001860,11.7806000,0.0060000,-0.0060000
HATS-69 b,HATS-69,1,1,1,Transit,Published Confirmed,0,2.22525770000,0.00000190000,-0.00000190000,0,0.0321100000,0.0001400000,-0.0001900000,0,10.59250500,0.24659800,-0.24659800,0,183.38791000,,,0,Mass,0.460000,0.250000,-0.250000,0,0.519000,,,1,466.6000,10.0000,-9.8000,0,1295.70,6.90,-6.90,0,88.49000,0.55000,-0.55000,0,5137.00,16.00,-16.00,0,0.878500,0.007700,-0.007700,0,0.892000,0.011000,-0.016000,0,0.3770,0.0340,-0.0340,0,[Fe/H],-0.31758,0.00751,-0.00765,0,4.501000,0.013000,-0.013000,0,1.854000,0.070000,-0.070000,0,289.2974275,-60.8917599,14.9060000,0.0300000,-0.0300000,14.0740000,0.1260000,-0.1260000,13.7643000,0.0002040,-0.0002040,13.1910000,0.0060000,-0.0060000
HATS-72 b,HATS-72,1,1,1,Transit,Published Confirmed,0,7.32794740000,0.00000160000,-0.00000160000,0,0.0665170000,0.0000850000,-0.0000850000,0,8.09738160,0.03586880,-0.03586880,0,39.85588200,1.23953700,-1.23953700,0,Mass,0.411000,0.015000,-0.010000,0,0.013000,,,1,49.5800,0.4400,-0.4300,0,739.30,1.60,-1.60,0,89.56000,0.07000,-0.05000,0,4656.10,8.90,-8.90,0,0.721400,0.002100,-0.002100,0,0.731100,0.002800,-0.002800,0,0.0990,0.0140,-0.0140,0,[Fe/H],-0.65896,0.00414,-0.00418,0,4.585300,0.002100,-0.002100,0,2.743000,0.020000,-0.020000,0,339.0258401,-17.0003046,13.5950000,0.0430000,-0.0430000,12.3240000,0.0460000,-0.0460000,12.0725000,0.0002780,-0.0002780,11.3875000,0.0061000,-0.0061000
HATS-75 b,HATS-75,1,1,1,Transit,Published Confirmed,0,2.78865560000,0.00000110000,-0.00000110000,0,0.0327420000,0.0001340000,-0.0000990000,0,9.90873894,0.14571675,-0.14571675,0,156.05374784,12.39530787,-12.39530787,0,Mass,0.878000,0.084000,-0.084000,0,0.064000,,,1,59.2600,0.6959,-0.6959,0,772.30,2.30,-2.30,0,88.07000,0.15000,-0.15000,0,3790.40,5.70,-5.70,0,0.584800,0.002600,-0.002600,0,0.601700,0.007400,-0.005500,0,0.5220,0.0510,-0.0280,0,[Fe/H],-1.19661,0.00469,-0.00474,0,4.683100,0.006900,-0.006900,0,4.239000,0.091000,-0.065000,0,60.9493919,-25.4089214,17.1200000,0.0190000,-0.0190000,15.6890000,0.2400000,-0.2400000,14.9033000,0.0004220,-0.0004220,13.8231000,0.0073252,-0.0073252
