pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,ra,dec,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2
TOI-5788 c,TOI-5788,1,1,2,Transit,Published Confirmed,0,16.21336200000,0.00002600000,-0.00002600000,0,0.1197000000,0.0020000000,-0.0020000000,0,2.27200000,0.03900000,-0.03900000,0,6.40000000,1.20000000,-1.20000000,0,Mass,3.032489,0.551362,-0.551362,0,0.046000,0.051000,-0.032000,0,49.8000,2.0000,-2.0000,0,667.00,,,0,89.60000,0.25000,-0.25000,0,5615.00,25.00,-25.00,0,0.870000,0.006000,-0.006000,0,0.870000,0.040000,-0.040000,0,-0.3200,0.0400,-0.0400,0,[Fe/H],-0.14752,0.01084,-0.01112,0,4.420000,0.010000,-0.010000,0,1.889167,0.126884,-0.126884,0,287.4249017,31.7615284,10.8290000,0.0660000,-0.0660000,10.1530000,0.0050000,-0.0050000,10.0551000,0.0002490,-0.0002490,9.6069000,0.0060000,-0.0060000
TOI-5916 b,TOI-5916,1,1,1,Transit,Published Confirmed,0,2.36712800000,0.00000100000,-0.00000100000,0,0.0262000000,0.0021000000,-0.0029000000,0,11.35469745,0.35868738,-0.36989636,0,226.61165419,76.59664609,-36.23243840,0,Mass,0.860000,0.310000,-0.180000,0,0.090000,0.114000,-0.062000,0,51.7000,12.6000,-12.6000,0,683.00,43.00,-29.00,0,89.20000,0.47000,-0.58000,0,3613.00,80.00,-80.00,0,0.480000,0.015000,-0.015000,0,0.477000,0.011000,-0.011000,0,0.0900,0.1400,-0.1400,0,[Fe/H],-1.45223,0.04440,-0.04946,0,4.755000,0.029000,-0.029000,0,6.560000,0.610000,-0.610000,0,325.2995114,9.5990534,18.2860000,0.1650000,-0.1650000,16.6020000,0.0570000,-0.0570000,15.6925000,0.0007780,-0.0007780,14.5249000,0.0079285,-0.0079285
TOI-6054.01,TOI-6054,1,1,2,Transit,Published Confirmed,0,7.50142800000,0.00006000000,-0.00006300000,0,0.0763000000,0.0047000000,-0.0047000000,0,2.64000000,0.15000000,-0.15000000,0,12.50000000,1.70000000,-1.60000000,0,Mass,3.700000,0.900000,-0.730000,0,0.164000,0.052000,-0.055000,0,570.0000,60.0000,-49.0000,0,1360.00,34.00,-30.00,0,88.59000,0.95000,-1.10000,0,6047.00,50.00,-50.00,0,1.662000,0.071000,-0.071000,0,1.107000,0.040000,-0.040000,0,-0.0700,0.0800,-0.0800,0,[Fe/H],0.52244,0.01789,-0.01865,0,4.100000,0.100000,-0.100000,0,0.340000,0.045000,-0.045000,0,56.3370070,60.3509170,8.5750000,0.0250000,-0.0250000,8.0200010,0.0300000,-0.0300000,7.8779900,0.0003140,-0.0003140,7.4961000,0.0060000,-0.0060000
TOI-6054.02,TOI-6054,1,1,2,Transit,Published Confirmed,0,12.56363600000,0.00009100000,-0.00007900000,0,0.1079000000,0.0067000000,-0.0067000000,0,2.82000000,0.17000000,-0.16000000,0,9.30000000,1.90000000,-1.90000000,0,Mass,2.250000,0.680000,-0.570000,0,0.332000,0.071000,-0.082000,0,285.0000,30.0000,-25.0000,0,1143.00,29.00,-26.00,0,88.82000,0.81000,-0.84000,0,6047.00,50.00,-50.00,0,1.662000,0.071000,-0.071000,0,1.107000,0.040000,-0.040000,0,-0.0700,0.0800,-0.0800,0,[Fe/H],0.52244,0.01789,-0.01865,0,4.100000,0.100000,-0.100000,0,0.340000,0.045000,-0.045000,0,56.3370070,60.3509170,8.5750000,0.0250000,-0.0250000,8.0200010,0.0300000,-0.0300000,7.8779900,0.0003140,-0.0003140,7.4961000,0.0060000,-0.0060000
TOI-615 b,TOI-615,1,1,1,Transit,Published Confirmed,0,4.66159830000,0.00000250000,-0.00000160000,0,0.0678000000,0.0031000000,-0.0026000000,0,18.97680433,0.58286700,-0.63891190,0,138.25535705,27.33324300,-26.06192937,0,Mass,0.084000,0.018000,-0.018000,0,0.390000,,,1,1286.0000,96.0000,-154.0000,0,1666.00,24.00,-24.00,0,86.73000,0.60000,-0.22000,0,6850.00,100.00,-100.00,0,1.732000,0.055000,-0.055000,0,1.449000,0.087000,-0.087000,0,-0.1000,0.0700,-0.0700,0,[Fe/H],0.76790,0.01025,-0.01050,0,4.200000,0.200000,-0.200000,0,0.276000,0.033000,-0.030000,0,133.4086892,-40.5437010,11.1110000,0.1120000,-0.1120000,10.8250000,0.0080000,-0.0080000,10.5775000,0.0003010,-0.0003010,10.3015000,0.0061000,-0.0061000
TOI-622 b,TOI-622,1,1,1,Transit,Published Confirmed,0,6.40251300000,0.00003100000,-0.00005400000,0,0.0708000000,0.0052000000,-0.0059000000,0,9.23620010,0.31385146,-0.32506044,0,96.30200732,21.93016008,-22.88364530,0,Mass,0.507000,0.126000,-0.126000,0,0.420000,,,1,602.0000,103.0000,-118.0000,0,1388.00,22.00,-22.00,0,86.62000,0.77000,-0.54000,0,6400.00,100.00,-100.00,0,1.415000,0.047000,-0.047000,0,1.313000,0.079000,-0.079000,0,0.0900,0.0700,-0.0700,0,[Fe/H],0.47407,0.01009,-0.01033,0,4.200000,0.200000,-0.200000,0,0.452000,0.060000,-0.047000,0,125.3050544,-46.4842959,9.4720000,0.0340000,-0.0340000,8.9950000,0.0020000,-0.0020000,8.8910300,0.0002800,-0.0002800,8.5615000,0.0060000,-0.0060000
TOI-6303 b,TOI-6303,1,1,1,Transit,Published Confirmed,0,9.48523600000,0.00001620000,-0.00001620000,0,0.0761000000,0.0010000000,-0.0010000000,0,11.59000000,0.61000000,-0.64000000,0,2493.00000000,99.00000000,-99.00000000,0,Mass,8.820000,1.770000,-1.320000,0,0.020000,0.020000,-0.020000,0,14.2800,1.5100,-1.5100,0,541.00,14.00,-14.00,0,89.03000,0.28000,-0.20000,0,3977.00,59.00,-59.00,0,0.609000,0.016000,-0.016000,0,0.644000,0.024000,-0.024000,0,0.4400,0.1600,-0.1600,0,[Fe/H],-1.08672,0.00944,-0.00965,0,4.670000,0.040000,-0.040000,0,4.010000,0.280000,-0.280000,0,46.7806502,40.1471740,16.1420000,0.0930000,-0.0930000,14.6390000,0.1600000,-0.1600000,13.9114000,0.0004820,-0.0004820,12.9386000,0.0073427,-0.0073427
TOI-6330 b,TOI-6330,1,1,1,Transit,Published Confirmed,0,6.85002460000,0.00000330000,-0.00000330000,0,0.0576300000,0.0007300000,-0.0007700000,0,10.89000000,0.37000000,-0.35000000,0,3179.00000000,100.00000000,-100.00000000,0,Mass,13.570000,1.430000,-1.330000,0,0.340000,0.010000,-0.010000,0,9.9700,1.1100,-1.1100,0,495.00,14.00,-14.00,0,88.41000,0.16000,-0.16000,0,3539.00,59.00,-59.00,0,0.490000,0.011000,-0.011000,0,0.531000,0.021000,-0.021000,0,0.0800,0.1600,-0.1600,0,[Fe/H],-1.43168,0.01043,-0.01069,0,4.770000,0.040000,-0.040000,0,6.020000,0.460000,-0.460000,0,22.1679816,53.6860778,17.4790000,0.1650000,-0.1650000,16.3300000,0.2000000,-0.2000000,14.9341000,0.0006100,-0.0006100,13.7853000,0.0074212,-0.0074212
TOI-6651 b,TOI-6651,1,1,1,Transit,Published Confirmed,0,5.05697300000,0.00001600000,-0.00001800000,0,0.0633000000,0.0007800000,-0.0007200000,0,5.09000000,0.27000000,-0.26000000,0,61.00000000,7.60000000,-7.90000000,0,Mass,2.520000,0.520000,-0.440000,0,0.091000,0.096000,-0.062000,0,817.0000,35.0000,-37.0000,0,1493.00,14.00,-15.00,0,84.93000,0.63000,-0.46000,0,5940.00,110.00,-110.00,0,1.721000,0.065000,-0.062000,0,1.323000,0.050000,-0.045000,0,0.2250,0.0440,-0.0450,0,[Fe/H],0.52244,0.01411,-0.01594,0,4.087000,0.035000,-0.032000,0,0.366000,0.045000,-0.037000,0,15.7885904,35.3890405,10.8830000,0.0710000,-0.0710000,10.2420000,0.0050000,-0.0050000,10.0418000,0.0005590,-0.0005590,9.6089200,0.0062000,-0.0062000
TOI-674 b,TOI-674,1,1,1,Transit,Published Confirmed,0,1.97714300000,0.00000300000,-0.00000300000,0,0.0250000000,0.0008000000,-0.0008000000,0,5.25000000,0.17000000,-0.17000000,0,23.60000000,3.30000000,-3.30000000,0,Mass,0.910000,0.150000,-0.150000,0,0.000000,,,0,38.4000,0.1000,-0.1000,0,635.00,15.00,-15.00,0,87.21000,0.24000,-0.24000,0,3514.00,57.00,-57.00,0,0.420000,0.013000,-0.013000,0,0.420000,0.010000,-0.010000,0,0.1700,0.1200,-0.1200,0,[Fe/H],-1.61439,0.02093,-0.01639,0,4.810000,0.030000,-0.030000,0,10.140000,1.040000,-1.040000,0,164.5865592,-36.8581092,15.7420000,0.0240000,-0.0240000,14.2030000,0.0410000,-0.0410000,13.0914000,0.0004260,-0.0004260,11.8764000,0.0072856,-0.0072856
TOI-733 b,TOI-733,1,1,1,Transit,Published Confirmed,0,4.88476500000,0.00001900000,-0.00002400000,0,0.0618000000,0.0036000000,-0.0039000000,0,1.99200000,0.08500000,-0.09000000,0,5.72000000,0.70000000,-0.68000000,0,Mass,3.980000,0.770000,-0.660000,0,0.046000,0.056000,-0.033000,0,207.1000,29.9000,-23.5000,0,1055.80,36.20,-31.30,0,88.85000,0.77000,-0.82000,0,5585.00,60.00,-60.00,0,0.949000,0.008000,-0.012000,0,0.956000,0.050000,-0.026000,0,-0.0400,0.0500,-0.0500,0,[Fe/H],-0.08619,0.01047,-0.01072,0,4.470000,0.050000,-0.050000,0,1.580000,0.190000,-0.190000,0,159.4093183,-40.8882590,10.1780000,0.0420000,-0.0420000,9.4400000,0.0030000,-0.0030000,9.2888100,0.0001180,-0.0001180,8.8411000,0.0060000,-0.0060000
TOI-756 b,TOI-756,1,1,2,Transit,Published Confirmed,0,1.23924950000,0.00000070000,-0.00000070000,0,0.0180000000,0.0002000000,-0.0002000000,0,2.81000000,0.10000000,-0.10000000,0,9.83000000,1.80000000,-1.60000000,0,Mass,2.420000,0.530000,-0.450000,0,0.000000,,,0,127.0000,13.0000,-13.0000,0,934.00,23.00,-24.00,0,85.53000,0.19000,-0.18000,0,3657.00,72.00,-72.00,0,0.505000,0.015000,-0.015000,0,0.505000,0.019000,-0.019000,0,0.1960,0.0290,-0.0290,0,[Fe/H],-1.38722,0.04043,-0.04458,0,4.735000,0.031000,-0.031000,0,5.520000,0.560000,-0.540000,0,192.1037380,-45.4704709,16.1020000,0.0570000,-0.0570000,14.6070000,0.0180000,-0.0180000,13.6961000,0.0005390,-0.0005390,12.5554000,0.0073804,-0.0073804
TOI-771 b,TOI-771,1,1,2,Transit,Published Confirmed,0,2.32601550000,0.00000100000,-0.00000090000,0,0.0208000000,0.0009000000,-0.0010000000,0,1.36000000,0.10000000,-0.10000000,0,2.47000000,0.32000000,-0.31000000,0,Mass,5.400000,1.400000,-1.400000,0,0.055000,0.047000,-0.036000,0,14.0000,4.0000,-3.0000,0,543.00,28.00,-34.00,0,89.30000,0.50000,-0.50000,0,3370.00,100.00,-100.00,0,0.232000,0.017000,-0.023000,0,0.220000,0.030000,-0.035000,0,-0.1300,0.0700,-0.0700,0,[Fe/H],-2.20343,0.01028,-0.03842,0,4.800000,0.070000,-0.070000,0,23.685082,4.229479,-3.806531,0,164.1138903,-72.9851736,16.7680000,0.1620000,-0.1620000,14.8880000,0.0800000,-0.0800000,13.3671000,0.0005910,-0.0005910,12.0874000,0.0073276,-0.0073276
TOI-905 b,TOI-905,1,1,1,Transit,Published Confirmed,0,3.73949400000,0.00003800000,-0.00003800000,0,0.0466600000,0.0009600000,-0.0011000000,0,13.12573900,0.59407700,-0.57165900,0,211.99261000,13.34886000,-13.03103000,0,Mass,0.515000,0.063000,-0.057000,0,0.024000,0.025000,-0.017000,0,337.0000,46.0000,-38.0000,0,1192.00,39.00,-36.00,0,85.68000,0.22000,-0.26000,0,5570.00,150.00,-140.00,0,0.918000,0.038000,-0.036000,0,0.968000,0.061000,-0.068000,0,0.1400,0.2200,-0.1800,0,[Fe/H],-0.13668,0.06610,-0.06055,0,4.498000,0.025000,-0.027000,0,1.760000,0.160000,-0.160000,0,227.6586754,-71.3616316,12.0880000,0.1660000,-0.1660000,11.0800000,0.0140000,-0.0140000,11.0813000,0.0004140,-0.0004140,10.5721000,0.0060000,-0.0060000
TOI-912 b,TOI-912,1,1,1,Transit,Published Confirmed,0,4.67806910000,0.00000170000,-0.00000170000,0,0.0410000000,0.0010000000,-0.0010000000,0,1.93000000,0.13000000,-0.13000000,0,5.10000000,0.50000000,-0.50000000,0,Mass,4.000000,0.900000,-0.900000,0,0.580000,0.020000,-0.020000,0,15.0000,3.0000,-3.0000,0,551.00,27.00,-27.00,0,88.70000,0.80000,-0.60000,0,3572.00,100.00,-100.00,0,0.419000,0.028000,-0.028000,0,0.418000,0.030000,-0.030000,0,-0.1900,0.0700,-0.0700,0,[Fe/H],-1.59007,0.01002,-0.01026,0,4.980000,0.090000,-0.090000,0,7.754045,0.704913,-0.704913,0,229.3285665,-80.4733446,14.1700000,0.0180000,-0.0180000,12.6700000,0.0480000,-0.0480000,11.6502000,0.0004020,-0.0004020,10.4904000,0.0073198,-0.0073198
TOI-954 b,TOI-954,1,1,1,Transit,Published Confirmed,0,3.68497290000,0.00000270000,-0.00000280000,0,0.0496300000,0.0008900000,-0.0009000000,0,9.55006800,0.59407700,-0.69495800,0,55.30242000,5.72094000,-5.40311000,0,Mass,0.350000,0.100000,-0.070000,0,0.140000,0.180000,-0.110000,0,1393.0000,66.0000,-62.0000,0,1526.00,123.00,-164.00,0,84.40000,2.50000,-0.60000,0,5710.00,53.00,-49.00,0,1.892000,0.077000,-0.076000,0,1.201000,0.066000,-0.064000,0,0.2150,0.0500,-0.0510,0,[Fe/H],0.53529,0.02937,-0.03014,0,3.962000,0.026000,-0.024000,0,0.249000,0.025000,-0.021000,0,61.9410587,-25.2088028,11.1530000,0.0630000,-0.0630000,10.3430000,0.0050000,-0.0050000,10.2321000,0.0002230,-0.0002230,9.7791900,0.0060000,-0.0060000
WASP-132 b,WASP-132,1,1,3,Transit,Published Confirmed,0,7.13351640000,0.00000190000,-0.00000190000,0,0.0674000000,0.0029000000,-0.0029000000,0,10.09929161,0.42594127,-0.42594127,0,136.03055820,4.76742611,-4.76742611,0,Mass,0.730000,0.100000,-0.090000,0,0.016300,0.006700,-0.006900,0,58.5000,5.3000,-4.7000,0,682.00,75.00,-114.00,0,89.46000,0.13000,-0.11000,0,4686.00,99.00,-99.00,0,0.758000,0.032000,-0.032000,0,0.789000,0.039000,-0.039000,0,0.1500,0.0500,-0.0500,0,[Fe/H],-0.57512,0.02690,-0.02005,0,4.560000,0.030000,-0.030000,0,2.602000,0.067000,-0.070000,0,217.6091998,-46.1595160,13.1420000,0.0110000,-0.0110000,11.9380000,0.0460000,-0.0460000,11.7538000,0.0003410,-0.0003410,11.1116000,0.0060000,-0.0060000
WASP-132 c,WASP-132,1,1,3,Transit,Published Confirmed,0,1.01153624000,0.00000093000,-0.00000086000,0,0.0183300000,0.0007900000,-0.0007900000,0,1.84100000,0.09400000,-0.09300000,0,6.26000000,1.84000000,-1.83000000,0,Mass,5.470000,1.960000,-1.710000,0,0.000000,,,0,791.0000,72.0000,-64.0000,0,1329.00,123.00,-173.00,0,88.82000,0.67000,-0.69000,0,4686.00,99.00,-99.00,0,0.758000,0.032000,-0.032000,0,0.789000,0.039000,-0.039000,0,0.1500,0.0500,-0.0500,0,[Fe/H],-0.57512,0.02690,-0.02005,0,4.560000,0.030000,-0.030000,0,2.602000,0.067000,-0.070000,0,217.6091998,-46.1595160,13.1420000,0.0110000,-0.0110000,11.9380000,0.0460000,-0.0460000,11.7538000,0.0003410,-0.0003410,11.1116000,0.0060000,-0.0060000
WASP-174 b,WASP-174,1,1,1,Transit,Published Confirmed,0,4.23370050000,0.00000180000,-0.00000180000,0,0.0550300000,0.0005600000,-0.0005600000,0,16.10730527,0.56044903,-0.56044903,0,104.88337431,28.92238504,-28.92238504,0,Mass,0.135000,0.042000,-0.042000,0,0.000000,,,0,901.9000,40.3000,-38.6000,0,1528.00,17.00,-17.00,0,83.78000,0.09600,-0.09600,0,6399.00,68.00,-68.00,0,1.347000,0.018000,-0.018000,0,1.240000,0.038000,-0.038000,0,0.0600,0.0600,-0.0600,0,[Fe/H],0.43616,0.02474,-0.02623,0,4.273000,0.010000,-0.010000,0,0.716000,0.022000,-0.022000,0,195.7940145,-41.3848617,12.2990000,0.1050000,-0.1050000,11.8030000,0.0340000,-0.0340000,11.6826000,0.0003250,-0.0003250,11.3287000,0.0060000,-0.0060000
WASP-19 b,WASP-19,1,1,1,Transit,Published Confirmed,0,0.78883852000,0.00000075000,-0.00000082000,0,0.0165200000,0.0005000000,-0.0005600000,0,15.86070769,0.49319515,-0.53803107,0,366.77398168,24.79061575,-25.42627256,0,Mass,0.506000,0.031000,-0.030000,0,0.012600,0.014000,-0.008900,0,3320.0000,190.0000,-180.0000,0,2113.00,29.00,-29.00,0,79.08000,0.34000,-0.37000,0,5616.00,66.00,-65.00,0,1.006000,0.031000,-0.034000,0,0.965000,0.091000,-0.095000,0,0.0400,0.2500,-0.3000,0,[Fe/H],-0.04335,0.03280,-0.03444,0,4.417000,0.020000,-0.021000,0,1.339000,0.056000,-0.058000,0,148.4167672,-45.6591078,13.0540000,0.0480000,-0.0480000,12.2480000,0.0690000,-0.0690000,12.1088000,0.0005330,-0.0005330,11.6044000,0.0060000,-0.0060000
Wolf 327 b,Wolf 327,1,1,1,Transit,Published Confirmed,0,0.57347450000,0.00000030000,-0.00000030000,0,0.0100000000,0.0004000000,-0.0004000000,0,1.24000000,0.06000000,-0.06000000,0,2.53000000,0.46000000,-0.46000000,0,Mass,7.240000,1.660000,-1.660000,0,0.000000,,,0,233.9000,18.3000,-18.3000,0,996.00,22.00,-22.00,0,84.89000,0.41000,-0.38000,0,3542.00,70.00,-70.00,0,0.406000,0.015000,-0.015000,0,0.405000,0.019000,-0.019000,0,-0.1700,0.0400,-0.0400,0,[Fe/H],-1.62986,0.00222,-0.00223,0,4.870000,0.050000,-0.050000,0,8.540000,0.300000,-0.300000,0,148.3783199,35.5705480,14.5860000,0.0700000,-0.0700000,13.0180000,0.0620000,-0.0620000,11.9522000,0.0006460,-0.0006460,10.7818000,0.0075379,-0.0075379
